,year,type,subject,professor,day,satisfy,writer,ratings0,ratings1,ratings2,ratings3,comment,helpful
388,19-2,COSE342,컴퓨터네트워크,최주호,#월(7-8) 수(7-8),3,호미밥집,2,2,4,3,"네트워크에 대해서 아무것도 모르는 상태로 들었는데, 최대한 쉽게 설명해주셔서 좋았습니다. 마지막 강의라고 하셔셔 아쉽습니다.",도움이 돼요 0
389,19-2,COSE342,컴퓨터네트워크,최주호,#월(7-8) 수(7-8),3,sos0911,5,3,4,3,"교수님이 일단 유쾌하십니다. 수업시간에 농담도 잘 던지시고 수업 분위기는 딱딱하지 않습니다.
강의를 하시는 스타일은 사전에 빈틈없이 준비해온다는 느낌은 들지 않습니다. 어느 정도 보고 오시긴 하는데 또 어느 정도는 즉흥적으로 수업을 풀어 나가시는 모습도 있습니다. 출첵은 꽤 자주 하십니다. 시험공부 난이도는 그렇게 높진 않으나 대신 양이 많습니다ㅎㅎ 대신 모든 성적에 +을 붙여서 주시니까 열심히 하시면 A+ 나올것 같습니다.",도움이 돼요 0
390,19-2,COSE342,컴퓨터네트워크,최주호,#월(7-8) 수(7-8),4,호후하,4,4,4,3,"이번이 마지막이라 하셨습니다. 
설명을 잘하시는 편은 아닌데 피피티 자료가 좋아서 참고하면서 독학한 후에 들으면 이해가 잘 됩니다. 
열정 있으신게 보여서 좋았습니다.",도움이 돼요 0
391,19-2,COSE342,컴퓨터네트워크,최주호,#월(7-8) 수(7-8),4,fdsfs,3,3,4,4,이제 졸업하셔서 의미는 없지만 나름 잘 가르쳐주시고 학점도 잘 주심,도움이 돼요 0
392,19-2,COSE342,컴퓨터네트워크,최주호,#월(7-8) 수(7-8),4,글쎄다,4,4,3,2,"그냥 편하게 강의하고 가신듯
내용은 어렵고, 강의력은 보통이며, 시험은 쉽게 내신다고 말만 하시고 상당한 이해를 필요로 함
학점도 잘주신다 하시지만 컴과치고 잘주는 것. 그냥 퍼센티지 맞게 딱딱 쁠붙여서 주심",도움이 돼요 0
393,19-2,COSE342,컴퓨터네트워크,최주호,#월(7-8) 수(7-8),4,맹꽁이,3,3,5,3,"재밌었습니다. 컴과 출신이시고 박사를 이번에 졸업하셔서 젊으시고 그래서 소통을 많이 하셔서 좋았어요. 수업도 재밌게 하셔서 좋았습니다. 수업에 대해서는 오티때부터 설명을 잘 못하신다 라고 강조를 하셨고, 학점은 매우 잘 주시겠다고 하셨습니다. 학점은 말하신대로 정말 잘 주신 것 같아요. 과제는 한번 있었는데 시간을 좀 투자하면 할만한 과제였고 자주 일찍 끝내주시고 가벼운 마음으로 듣기 아주 좋았습니다. 시험 전 주에 한번 쫙 정리해주시는 시간이 있는데 이부분 + 알파가 시험에 나옵니다. 알파 못맞춰도 A+받을 수 있는 정도로 학점을 주세요.",도움이 돼요 0
394,19-2,COSE342,컴퓨터네트워크,최주호,#월(7-8) 수(7-8),5,스누피커피,4,4,4,5,"교수님 그립습니다....
학생들과 소통 잘하시고 간단히 설명해주시는 교수님이었습니다!",도움이 돼요 0
395,19-2,COSE342,컴퓨터네트워크,최주호,#월(7-8) 수(7-8),5,yjdd,4,4,5,5,"교수님 친절하시고 너무 좋으세요!
컴퓨터 네트워크 과목 어려워서 걱정 많이했는데 무사히 넘겼습니다.",도움이 돼요 0
396,19-2,COSE342,컴퓨터네트워크,최주호,#월(7-8) 수(7-8),5,BRU,3,3,5,5,"1. 매 시간 출석체크

2. 중간프로젝트

중간프로젝트
 - ns3 이용한 OSI 7Layer 호출 흐름 살펴보기
 - 호출 흐름을 따라가면 되는 것이라 어렵지 않지만 헷갈릴 수 있는 부분이 다소 있음
 - 과제 설명 잘 들어야함

3. 중간고사/기말고사
 - 수업과 시험의 간극이 좀 있는 편이라 자잘한 내용 숙지하고 있어야함
 - 시험 전 마지막 시간에 정리해주신 내용 + 알파

-:
강의 흐름이 매끄럽지는 않은 편이나, 잘못된 부분, 부족한 부분 빨리 정정해주심

+:
질문 정말 잘 받아주심
학생들 편의 많이 봐주심",도움이 돼요 0
397,19-2,COSE342,컴퓨터네트워크,최주호,#월(7-8) 수(7-8),4,후라보노9매,4,3,3,2,"교수님이 내용을 최대한 쉽게 가르켜주시려고 노력하십니다. 
그러나 학점은 잘 안주시는 것 같습니다.
학생들 입장을 배려해주셨습니다.",도움이 돼요 0
398,19-2,COSE342,컴퓨터네트워크,최주호,#월(7-8) 수(7-8),5,애플워치,4,4,5,5,"학생들과 소통도 많이 하시고 강의 진행도 다른 교수님들이 진행하시는 느낌이 아니라 학원이나 집단 과외에서 수업하시는 느낌으로 하셔서 부담없이 들을 수 있었습니다. 학기 초에 본인 강의력은 기대하지 말라고 하셨는데 저는 괜찮았던 것 같습니다. 
출석체크는 자주 하십니다. 하지만 중간에 들어와도 강의 뒤에 늦게 온 학생들의 출석을 받아주시기 때문에 수업에만 오신다면 크게 부담은 없습니다. 
과제는 한번 있었고 그것도 주어진 코드를 따라가기만 하면 되는 거라 크게 어렵다거나 부담이 되지는 않았습니다. 
배우는 내용은 많지만 그것은 컴퓨터네트워크 과목 자체가 그렇고 강의를 잘 따라가고 시험기간에 몇번 돌려보니 엄청 잘보지는 못했지만 그래도 어느 정도는 점수가 나왔고 교수님께서 말씀하셨듯이 학점을 잘 주셔서 A+을 받았습니다. 
다음학기에도 계신다면 추천할 만한 강의였지만 이번 학기가 마지막이라고 하셨습니다.",도움이 돼요 0
399,19-2,COSE342,컴퓨터네트워크,최주호,#월(7-8) 수(7-8),4,dlwlwl,4,3,4,4,"배우는 양은 많습니다. 그러나 내용이 어려운 편은 아니며, 실습과 이론을 겸하여 배우기 쉽게 설명해주십니다.",도움이 돼요 0
400,19-2,COSE342,컴퓨터네트워크,최주호,#월(7-8) 수(7-8),4,Ysla,5,3,5,4,출첵을 꽤 많이했던 것 같고 중간기말시험과 과제 하나가 있었습니다. 과제는 C++코드를 보면서 분석하는 류였는데 C++을 처음 해봐서 애먹었지만 다른 객체지향언어 베이스가 조금이라도 있다면 큰 무리는 없을 것 같습니다. 시험을 준비할 때는 내용도 조금 어렵긴 했지만 양이 너무 많은게 문제였던 것 같습니다. 그 외에 교수님이 학생들 피드백 많이 받으려고 노력하시는 점이 좋았던 것 같습니다. 교수님 설명이 잘 이해가 안갈때가 많긴 했는데 그럴 때마다 질문을 많이 하는게 중요한듯 합니다.,도움이 돼요 0
401,19-2,COSE342,컴퓨터네트워크,최주호,#월(7-8) 수(7-8),4,세상은요지경,3,3,3,4,학생들 눈높이에 맞춰 잘 가르쳐주세요 중요한 부분만 골라서 잘 알려주시고 리뷰도 잘해주십니다 질문도 잘 받아주세요,도움이 돼요 0
402,19-2,COSE342,컴퓨터네트워크,최주호,#월(7-8) 수(7-8),3,void,3,3,3,2,"교수님께서 대부분의 내용을 이 부분은 설명할 게 없다며 넘어가시거나, 뒷부분을 보고 다시 돌아오자고 하시고는 그대로 넘어가십니다. 모든 내용에 대해서 너무 쉬워서 딱히 설명할 게 없다는 식으로 가르치십니다.
하지만 네트워크에 대한 개념이 아무것도 없으신 분에게는 전혀 그렇지 않고 두루뭉술하게 개념이 제대로 잡히지 않을테니 반드시 데이터통신이라도 듣고 들으시는 게 좋습니다.

내용을 이해하고 나면 난이도는 정말 쉽습니다. 강의자료의 분량 자체는 매우 많으나 시험 전에 중요한 부분을 짚어주시기 때문에 실질적인 범위는 상당히 적습니다. 수업을 열심히 들어서 이미 내용을 다 아신다면 그 부분만 집중적으로 보시면 됩니다.

교수님이 유쾌하시고 학생들의 의견을 잘 수렴해주셔서 좋았습니다.",도움이 돼요 0
403,19-2,COSE342,컴퓨터네트워크,최주호,#월(7-8) 수(7-8),5,교수님의개,5,3,5,5,"본인은 잘 못가르치니까 다른 교수님 분반으로 가라고 하셨던 교수님입니다.

첫 시간에 도망갈까 생각했는데 수강신청을 다시 할 자신이 없어서 듣기 시작했습니다.

말씀하셨던 것과는 달리 정말 깔끔하게 가르쳐주셨고, 덕분에 네트워크에 대한 기초적인 메커니즘을 어느정도 이해하게 되었습니다.

시험 문제도 간단한 문제만 내신 것이 아니고, 한 번씩 더 생각하게 만드는 문제들만 내셔서, 절대 쉬운 난이도는 아니었습니다.

첫 과제는 네트워크 시뮬레이터인 ns3의 example 코드의 call stack을 분석하는 과제였습니다.

보고서는 꽤 꼼꼼하게 작성해야했어서, 시간이 좀 들었습니다.

두 번째 과제는 안 내주셔서 아쉬웠지만, ipsec을 추가하는 과제였던걸로 기억합니다.

남는 것이 정말 많았습니다.",도움이 돼요 0
404,19-2,COSE342,컴퓨터네트워크,최주호,#월(7-8) 수(7-8),4,우리엄마의고기완자,5,5,5,3,컴퓨터 네트워크 내용 자체가 조금 난이도가 있는 편. 과제는 프로젝트 하나가 다이지만 굉장히 어렵다.(두 번에 나뉘어서 프로젝트 과제를 제출하는데 첫 번째부터 학생들이 너무 어려워해서 결국 두 번째는 취소하실 정도) 시험 문제도 교수님이 굉장히 응용을 하셔서 내시기 때문에 내용을 완벽하게 이해하지 못하면 절대 못 품. 하지만 교수님이 학생들의 말을 굉장히 잘 들어주시고 질문 하나하나에 성심성의껏 답해주시며 수업도 재미있다. 학점도 항상 플러스로 꽉꽉 채워서 주신다.,도움이 돼요 0
405,19-2,COSE342,컴퓨터네트워크,최주호,#월(7-8) 수(7-8),3,SeaweedAshes,4,4,4,4,"우선 학점은 매우 잘 주십니다.
하지만 공부를 열심히 해야 주실 수 있는 만큼 최대한 주시고.
강의 내용은 OSI-7 Layer의 1,2 레이어를 제외하고 설명을 해주십니다.
특히 network 레이어와 transport레이어에 대한 내용을 깊게 설명해주셨고 
시험에 대한 난이도는 꽤나 높은 편이라고 생각합니다.
하지만 시험 범위는 짚어주시기에 공부를 열심히 하면 학점을 잘 받으실 수 있을겁니다.",도움이 돼요 0
406,19-2,COSE342,컴퓨터네트워크,최주호,#월(7-8) 수(7-8),3,spri_,3,4,4,3,"재미있고 유쾌하신 교수님
열정적으로 잘 가르치신다. 
진도를 많이 빼진 않았다
거의 떠먹여주시는 느낌인데, 네트워크가 어려워서 잘 못했다",도움이 돼요 0
407,19-2,COSE342,컴퓨터네트워크,최주호,#월(7-8) 수(7-8),3,pinkzizi,3,3,5,3,무난무난하고 학점 잘 주시는 강의입니다. 텀프로젝트가 없었던게 너무 아쉽네요.,도움이 돼요 0
408,19-2,COSE342,컴퓨터네트워크,최주호,#월(7-8) 수(7-8),5,바바나우유,3,3,5,5,"타과생이고 컴퓨터 네트워크에 대해 전혀 몰랐는데, 이제 컴퓨터 사이에 통신을 하기 까지 어떤 과정을 거치는지 눈에 그려지네요.

정말 잘 가르쳐주십니다.",도움이 돼요 0
409,19-2,COSE342,컴퓨터네트워크,최주호,#월(7-8) 수(7-8),4,먕먕,3,3,4,3,"다시 뵐 수 있을진 모르겠지만.. 좀 더 열심히 할 걸 후회하는 강의네요.
편하고 친근하게 대해주셔서 헐랭하게 배운 느낌인데 돌이켜보니 꽤 꼼꼼히 잘 배운 것 같아요!
아무래도 헐랭했던 건 제가 한 공부였나봐요 ㅎㅎ 그럼에도 불구하고 뭐가 꽤 남았네요
중간 과제에서도 많은 걸 얻을 수 있었고요
중간 기말 시험 두 번에 중간 과제 하나 있었습니다
출석은 반 정도? 하신 것 같아요",도움이 돼요 0
410,19-2,COSE342,컴퓨터네트워크,최주호,#월(7-8) 수(7-8),4,샤슈슉,4,3,4,4,"초반에는 출석체크를 열심히 하셨지만 나중에는 거의 안하신듯 하고, 학생들의 편의를 잘 봐주십니다.
성적은 모두 +을 붙여주시는 것 같았어요",도움이 돼요 0
411,19-2,COSE342,컴퓨터네트워크,최주호,#월(7-8) 수(7-8),3,basshead,4,4,3,3,과제 하나 제대로 못해서 망했습니다..,도움이 돼요 0
412,19-2,COSE342,컴퓨터네트워크,최주호,#월(7-8) 수(7-8),5,푸들,3,4,3,4,"이제 곧 학교를 떠나셔서 강의평가가 소용이 없을 것 같지는 않지만..
이제껏 만나본 교수님 중에 가장 가까운 느낌이 들었다. 그래서 그런지 설명을 항상 학생들 눈높이에서 해주시려고 노력했다
강의 경험이 많지 않아 설명이 매끄럽지 않은 부분도 있었지만 선배한테 편하게 수업을 듣는 느낌이라 좋았다.",도움이 돼요 0
413,19-2,COSE342,컴퓨터네트워크,최주호,#월(7-8) 수(7-8),3,진젠부,5,4,3,3,"그냥 저냥 무난한 강의 였어요. 다만, 학점 잘 줄거라고 생각하고 듣지는 마세요",도움이 돼요 0
414,19-2,COSE342,컴퓨터네트워크,최주호,#월(7-8) 수(7-8),4,팬동,4,3,5,4,"시험을 쉽게 내신다는데, 잘 모르겠습니다. 하지만 학점은 잘 주시고, 열심히 들으시면 컴퓨터 네트워크에 대해 전반적으로 알아가실 수 있습니다.",도움이 돼요 0
415,19-2,COSE342,컴퓨터네트워크,최주호,#월(7-8) 수(7-8),4,으아ㅏ아아,4,4,4,4,"마지막 수업이라고 하시면서 학점 후하게 주신다고 항상 그러셨는데 말씀 그대로 쁠몰이었던 같아요.
개인적으로는 항상 압축해서 정보를 전달해주시는 것 같았습니다. 밥아저씨..?
시험 전에 내용 한 번 쭉 보면서 중요 포인트 다 골라주시는데 사실 거의 다 입니다.
그래도 전체적인 내용을 알기에는 도움이 많이 됩니다.",도움이 돼요 0
416,19-2,COSE342,컴퓨터네트워크,최주호,#월(7-8) 수(7-8),1,K000,4,3,5,5,"네트워크를 처음 배워서 그런지 많이 배웠습니다.

다만 막 박사 취득한 경우셔서 편하게 형처럼, 선배처럼 그냥 수업을 진행해주셨고, 본인 피셜 많은 것을 알려주지는 않았다고 했습니다.

그런데 앞으로 강의가 열리지는 않을거라고 합니다.

꿀강의 막차타서 기분이 좋았습니다.",도움이 돼요 0
417,19-2,COSE342,컴퓨터네트워크,최주호,#월(7-8) 수(7-8),4,fudao,3,3,5,4,"원래 네트워크쪽에 하나도 관심없고 지루하기만 했는데, 
이 수업은 설명도 잘해주시고 재밌게 들은 것 같습니다.",도움이 돼요 0
418,19-2,COSE342,컴퓨터네트워크,최주호,#월(7-8) 수(7-8),3,ㅗ모모몸,1,1,1,5,컴과과목중 우리 생활이랑 연계되어서 들을만 했다,도움이 돼요 0
419,19-2,COSE342,컴퓨터네트워크,최주호,#월(7-8) 수(7-8),5,링크,4,4,5,5,네트워크 과목답게 내용도 많고 어렵지만 학점을 잘 챙겨주십니다.,도움이 돼요 0
420,19-2,COSE342,컴퓨터네트워크,최주호,#월(7-8) 수(7-8),3,mooooo,4,4,3,2,수업량이 많으신데 시험전에 정리를 한번 해주십니다. 그래도 내용이 방대하고 제대로 이해해야 풀 수 있던것 같습니다.,도움이 돼요 0
